,0
1909,mq9wio-Hasanaga-Et-Mangal
1910,9dkuvw-Kofteci-Saskin
1911,9kaavn-Cemo
1912,4xopt2-Divan
1913,bdk17g-corbaci-yesil-ova
1914,c6owgw-Focaccia-Zorlu-Tunel
1915,ryz7r2-Cafe-Rigoletto
1916,5ihnqj-Dondurmaci-Rafet-Ipek-Usta-Cafe-Bistro
1917,et99kn-Iki-Satir-Et-Muhabbet
1918,pqzaem-izmit-seka-devlet-hastanesi-topalim-cafe-kantin
1919,yq6gf1-KOFTECI-IRFAN
1920,iienbh-Isilti-Cafe-Restaurant
1921,3k5vys-Expres-lahmacun
1922,toozuz-Fosforlu-Beach-Restaurant
1923,at36ec-Ipekyolu-Kafe
1924,lpugn9-Dortyol
1925,8mb0pd-Cafe-stop
1926,z59fdj-Dortyol-Bufe
1927,0r0ttz-Iskender-Pastanesi
1928,69rbc0-Goksu-Park-Ada-Restoran
1929,isahtl-Han-Batu-Pastane
1930,td0zom-Dalgiclar-Ekmek-Pasta
1931,hewlg2-Dongel-Fastfood
1932,n1pt9w-Ercan-Abi-Pilav
1933,s7gcpy-Diyar-Restoran-Turkuevi
1934,gtrn77-Guncyi
1935,7h2vpz-Cool-Down-Cafe
1936,ku3qgc-Haskonyali
1937,70p236-Isot-Cigkofte
1938,t8w26a-Dutlu-Kahvee
1939,i7alhc-Hazal-et
1940,huttya-Ekmekci-Gurme
1941,1oo1kv-Dilruba-Hatun-Sofrasi
1942,f903fm-CARNEBELLA
1943,0x8noi-Can-Bufe
1944,u1epne-Deger-Konak-Ekmek-Firini
1945,4dk1z8-Emin-Ocakbasi
1946,q0h5u0-Ikizler-Hasan-Ustam
1947,goi1z5-Erdem-Unlu-Mamulleri
1948,359wd5-Dedikodu-Cafe
1949,t12s8h-Gazi-Cafe
1950,xi6ofz-Hasan-Tahsin-Kahvehanesi
1951,iiwd6t-DeJavu-Cafe
1952,cleulz-Ihlamur-Cafe-Beylikduzu-Aksm
1953,otqx8s-Haribo-Pop-Up-Zorlu-Center
1954,ehgijb-EKMEKSEPETI
1955,26ccw1-Glorious-Cafe-Restaurant-Nargile
1956,gayszi-Fisilti-Cafe
1957,q50fvu-Eyuboglu-Nargile-Cafe
1958,7jzvvi-Esnaf-Cafe
1959,uqbbdn-Ferah-Izgara-Ve-Etliekmek-Salonu
1960,2mj23g-Haci-Sayid
1961,dunll2-Hazar-Sofrasi
1962,r93u3f-Ismailin-Yeri-Cay-Bahcesi
1963,z4u7sa-Guzeller-Ev-Borekleri-Manti
1964,pjo3ck-guney1-firini
1965,2t6pa9-Camel-Cafe-Bistro
1966,s4lbjn-Koftecine-Etiler
1967,fgrsuu-EMI-CAFE
1968,7j7wau-Hera-Sokakta
1969,g0r9cb-Gazi-Universitesi-IIBF-Ogretim-Uyesi-Yemekhanesi
1970,ua90q0-Ercag-Cag-Kebap-Restaurant
1971,7mgsmx-Ekler-Cenneti
1972,p6wgvw-Elif-Borek
1973,sl8m5t-Ikia-Cafe
1974,pb7kqx-Evim-Borek
1975,pbmznt-Dervis-Bey-Altin-Odun-Ekmegi
1976,u4koo2-Camelia-Cafe
1977,5obmjx-Deliorman-Cafe
1978,mvr657-incirli-durumdurak
1979,ap9fo1-Dogan-Koy-Ciftligi
1980,ai3smh-Dim-Cayi-Pinarbasi-Restaurant
1981,ss2kki-Caferoglu-Pastanesi
1982,oo1z6d-deva-cafe
1983,4xwjle-Dolunay-Cafe-Ve-Restaurant
1984,w10f8e-Efendibey-Cafe
1985,9zt7sm-Hayalim-Cafe
1986,yzd2pk-Halic-Izgara-Cafe
1987,v6yi3q-Hollywood-Cafe
1988,51tk33-Firin-Istanbul-Bahcesehir
1989,7tmecv-Cooks-Cafe-Bakery
1990,psnquf-Hacarlinin-Yeri
1991,4qbsq3-Guzel-Corbaci
1992,12rs97-Happy-Moons
1993,pp4hft-Fincan-Cafe
1994,j4dnux-Cordon-Istanbul-Turkiye
1995,t4srtb-Coffee-Mill
1996,ufx24c-Cumhuriyet-Lezzet-Dunyasi
1997,9hzpsw-Dukkan-Et-Lokantasi
1998,bm3wz8-Ikimizinyeri-Ocakbasi
1999,mhnm9m-Coffeemania
2000,gq8aud-Firinci-Osman
2001,n0wsfq-GEBIZLI-ETLI-PIDE-SALONU-SADETTIN-TIBIK
2002,18xu8u-Ferahna-Kaya-Dibi
2003,8isnvc-Isyan-Meyhane
2004,efv5y3-Gokceli-Ekspres
2005,3gk4ol-Hayalim-Cafe
2006,n16ah9-Hanay-Unlu-Mamulleri
2007,hlqt29-Camelia-Garden-Restaurant
2008,hrc0on-Inteco-Cafe
2009,2xgpdo-dsi-havuz-basi
2010,kq62ox-Felek-Meyhane
2011,v36t6l-Ilkays-Cafe
2012,j6bezp-Dondurma-Bahcesi
2013,ji58ur-hizmet-bufe
2014,ylgoh3-Caffee-Cremma
2015,wpisfb-Fit-And-Strong
2016,rpsv1x-Gorkem-pide-ve-lahmacun-firini
2017,xs0hpj-Kofteci-Cevdet
2018,hgvnbz-Hanci-Paca-ve-Sirdan-Salonu
2019,el96vb-Has-kebap
2020,102d14-Cafe-Time
2021,nrvq1p-Garden-Cofffee
2022,hll2rh-Gul-Kur-Kuruyemis
2023,g9kvp5-Ertepe-Borek-Salonu
2024,8nbtbj-Clup-Armonia-Teras
2025,mivwhq-Hazal-Life
2026,a7i9u1-Hayir-Lokmasi-Cafe-Istanbul
2027,lbbsx8-Happy-Time-Simit-Cafe
2028,dfljg2-Camalti
2029,eu1z00-FIRIN-CAFE
2030,ybmmnr-Elif-Cafe
2031,eneuj9-Ege-Mutfagi
2032,a6tn4x-Ezgi-Tekel
2033,3dzo11-Deniz-Restaurant
2034,84w4nf-Goksu-Evleri-Lokali
2035,g87iki-Cengiz-Cafe-Bistro
2036,s1zzn0-Kofteci-Izzet
2037,b40yru-KOFTECI-HASAN-USTANIN-YERI
2038,ep2e7j-Izmir-borekcisi-Side
2039,jdt61f-Izmir-Ulukent-Kokorec
2040,jw1ypq-Filika-Cafe-Restaurant
2041,f5a39b-Etci-Ahmet
2042,vzqmef-Heybet-Dinlenme-Tesisleri
2043,2tiu47-Dimitros-Restaurant
2044,dcd54t-Dominos-pizza
2045,9619o2-cemil-babanin-yeri-kuzu-cevirme
2046,jn1u2i-istanbul-restaurant
2047,a2usw1-Kofte-7
2048,g5l10a-Coffeemania
2049,u4koe7-David-People-Big-Boss-Alanya
2050,s3fnso-Kosk-Restorant-Cafe-Beach
2051,5tv60u-eflin-karafirin
2052,vk63dg-Cumakizik
2053,iidsfp-Ispirtohane-Kultur-Merkezi-Kafeteryasi
2054,zvp43x-Dalyan-Kasap
2055,t1169e-ikizler-borek-ve-kafe
2056,tczq5g-Casa-Del-Sol
2057,rw2yt2-Degirmicem-Pide-ve-Lahmacun-Firini
2058,9z1y3k-Istanbul-Atakoy-backhaus
2059,5jl2ti-Durak-Muhallebicisi
2060,0ofu67-Coffee-Caramel
2061,wxxnam-Hasiralti-Manti
2062,3iugaf-Havuz-Kiraathanesi
2063,zf5h3c-Doktorun-Yeri
2064,c1j2p1-Gassap-Steakhouse
2065,d3dk06-DEMET-IN-KAHVALTI-DUNYASI
2066,cbp5xw-Etiler-Orduevi-Cafe-Bistro
2067,a2bxnm-gunnehar-pastane
2068,ff307b-Gazipasa-Melekler-Cafe
2069,177qb6-Durumbus
2070,6br0pd-Happy-Moons
2071,havbva-Gulhane-Yemekhane
2072,vxy7r2-Irem-Bufe
2073,gx1pdu-Eski-Sanayi-ilhan-Cay-Evi
2074,gumonc-Durak-Doner
2075,pxza8g-Hamur-Kiz
2076,e8l9xc-Eyyubbiye-Apt
2077,gyoce0-Erhan-Bufe
2078,zxxm2u-Kosem-Pastanesi
2079,nlb2nf-Huzur-Cafe
2080,jvn8oq-El-Verano-Caf
2081,m2bgaa-Esenler-Ekmek-Firini
2082,c495go-Heybeliada-Degirmenburnu-Restaurant
2083,zs6zts-Hurma-Su
2084,czy4k1-Coffee-Break-In-Adoria
2085,c1e4ck-Dag-Restaurant
2086,7bqoae-Gaga-Restaurant
2087,9k2xyd-Cenab-Et-Restauranti
2088,z7je41-Fanfan-Cafe
2089,didm51-Catikati-Cafe
2090,lt4l5e-Firinci
2091,28lent-cafe312
2092,ch39gy-Gonul-sofrasi
2093,8lvcys-hasankeyf-kebap-pide-lahmacun-salonu
2094,bt1439-ceyhan-prenses-lokantasi
2095,w514mw-Dost-Bufe
2096,ofboen-eftelya-kokorec
2097,f82ve1-Kofteci-Mustafa
2098,w03vdy-Eniste-Bufe
2099,etgf4c-Joy-Muzikal-Cafe
2100,lpjip9-Kofte-Istasyonu
2101,jo7lge-Ekmek-Teknesi-conki
2102,4ymo6w-Citlenbigin-Yeri
2103,bax5c8-Gobekdeyiz
2104,wystcv-Ciborek-Evi
2105,nou2yn-Dogal-Koy-Ekmek-Firini
2106,80zxwy-Cafe-Tugra
2107,olhmfr-Carsi-Sofrasi
2108,6biigx-Ekmek-Teknesi
2109,0dye8z-Chefs-Corner
2110,x5wn36-Ehli-Keyf
2111,xtres1-Dayi-Kurek-Lahmacun-Galleria
2112,z59pre-Hanimeli-cafe
2113,j8tu9i-Gulem-Komutanin-Yeri
2114,h04ir0-Garden-white
2115,nj0lkz-Degirmen-Cafe
2116,uwspk8-Durumcu-Musa
2117,df3i79-Hanzade-Cafe-Restaurant
2118,1s0i55-Hanedan-Restaurant
2119,dzmkqh-Elma-Kabugu-Gurme-Cafe
2120,x6shto-Draft-Gastropub
2121,njl20d-Furkanlar
2122,idobzu-Dinc-Bakery-Patisserie
2123,06lyk4-Coffee-Point
2124,cn1y10-Canan-Cookies
2125,dhl6jx-Imse
2126,de5rqf-Cobanoglu-Uretim-Tesisi
2127,gyrpbu-Denizhan-Et-Mangal
2128,pgummn-Coffee-Corner-Aqua-Florya
2129,dx2x5p-Deniz-Kizi-Kafe-Bistro
2130,1wqx84-GOKHAN-bufe-tostcu-EMIR
2131,kr21bc-Gocmen-Borekcisi
2132,78v3dv-Club-Armonia-Beach-Cafe-Restaurant
2133,9j4ek3-Helvaci-Adem
2134,yn8mzn-Doyum-Cafe-Bakary
2135,s0w8yg-Girgin-Kardesler-Odun-Ekmegi
2136,e4om20-Elchyn-Catering
2137,4l95b1-Ece-Ev-Yemekleri-Manti
2138,45qavb-damla-cafe
2139,7nwyjb-Golden-Cafe-Butik-Otel
2140,fzgkd3-Furun-Kebabi
2141,0q5dl3-Jannat-Cafe
2142,qne7wy-DEVRAN-Aperatif
2143,vhn4hi-Dusler-Sokagi
2144,b06be7-guleryuz-unlu-mamulleri
2145,6xrv47-Islamoglu-Pastane-ve-Cafe
2146,cg56io-IDTM-KANAT-LOKANTASI
2147,gdobbl-Green-Park-Aile-Piknik-Alani
2148,v9coca-Enjoy-Cafe-Emin-Hotel
2149,nujtj1-Gizli-Vadi-Cafe
2150,bjyry4-Dilekoglu-Unlu-Mamulleri
2151,u0ihwv-Florina-Pasta-Cafe
2152,m9n94d-Familya-Cafe
2153,gdzfaf-EDI-ILE-BUDUNUN-YERI
2154,lelnoa-Filizli-Kosk-Parlementerler-Evi
2155,tsroy5-Caffe-Corner
2156,4ptf6p-Demirligane-Katmercisi
2157,7bf89h-feribodrum
2158,uij8v1-Ekin-Restaurant-Cafe
2159,qad783-Eski-kapi
2160,rcu9nj-Dilek-Mutfagi-Ev-Yemekleri
2161,yep491-Chef-Point-Coffee
2162,v3ayy8-Cigerci-Ali-Osman
2163,kd8lwt-Evre-Cafe
2164,wkjqe1-Fistik-Restaurant
2165,5r641o-GONEN-ET-TAVUK
2166,tdr1xc-elif-pide
2167,rrddr4-Habitude-Artisan-Ptisserie-Caf
2168,rlf005-Furuni-Ekmek-Pasta-Cafe-Bistro
2169,gey141-Istanbul-Yelken-Kulubu-Havuz-Mutfagi
2170,4q6w45-Elif-Bufe
2171,cc0b7q-Green-Beans-Coffe
2172,207vmh-Hayden-Gold-Cafe-Patisserie
2173,rzbzup-Gayseri-Katmer-Unlu-Mamuller
2174,le8iqw-Hacettepe-La-Carte
2175,gm9l94-Durumcu-Gezgin-ibo
2176,6duc42-Guven-Tadal
2177,25u7hh-Enes-Firin
2178,r8ekon-Emirhan-Pastanesi
2179,c5vn54-Fiba-Life-CafeBar
2180,avay6s-Hot-Kitir-Cafe
2181,pt356b-Dellal-kiraathanesi
2182,xeypq3-CC-Cafe
2183,z4qncn-Ispirli-Cafe-Bistro
2184,w76ytd-Efe-Aile-Kasabi
2185,mx7vhu-IPEK-CAFE
2186,2ugndd-GIRGIR-meyhane
2187,mckrga-DONER-CIX
2188,mnzdh7-Evrensel-Kafeterya
2189,7558t1-Guven-Etli-Pide-Salonu
2190,6slsqg-Dilek-Agaci-Cafe
2191,91bt8a-Focaccia
2192,qeek02-Hatay-Sofrasi
2193,4sdp52-Flower-Garden-Kahvalti-Cafe
2194,jqyle7-Kosem-Kiraathane
2195,872kwc-Is-Kuleleri-Havuzbasi
2196,nnnv9e-Eski-Sanayi-Esnaf-Cay-Ocagi
2197,6fk052-Gaziemir-Gevrek-Ve-Unlu-Mamulleri-Karabaglar-Subesi
2198,ygs7rn-Dival-Un-ve-Unlu-Mamuller
2199,m2ss8v-halic-firini
2200,m1ycpq-Green-Bay-Restoran
2201,24orwi-Eski-Sine
2202,wuj7qv-Ilayda-Pasta-Cafe
2203,ko2xit-Caffe-DAmore
2204,wsonzx-Huseyin-Dayinin-Yeri
2205,1t2utx-Ihlamur-Cafe-Kecioren
2206,1gf0l8-Hayal-park-mono-life
2207,o0tdnd-eat-stop
2208,axcgxv-Cafe-Teras
2209,rpq3xv-Kofte-Oba-Manzara-Sosyete-Koftecisi
2210,3trtp6-enar-unlu-mamulleri
2211,vv44gm-Gemlik-Atatepe-Sosyal-Tesisi
2212,dmocq5-Emir-Sultan-Unlu-Mamulleri
2213,e3dfhz-Dut-Durum-Atolye
2214,gbxgfv-Grapes-Garden-Nargile-Cafe
2215,kn4b9j-Hanedan
2216,gcglpt-Caramell-Brasserie-Patisserie
2217,40ht5f-Gulagaci-Cay-Bahcesi
2218,nmd6i9-Diyar-BUFE
2219,il4n2t-Incir-Sarkuteri-Cafe
2220,y32dsh-Cafe-Sabrett
2221,k7tjia-Doga-Piknik-Et-Mangal
2222,0lmtjw-Emre-Cafe
2223,fzlsbg-Ihsaniye-Koyu-Koy-Kahvesi
2224,fyjv1v-Damak-Cafe
2225,tx6ggs-Cafe-in
2226,2jbupt-Happy-Moons
2227,q4crji-Harward-Cafe-Watergarden
2228,vh56fg-Derya-Restaurant-ve-Kir-Dugun-Salonu
2229,yyzema-Gombe-Bayindir-Ogrenci-Yurtlari-Kermesi
2230,0yffss-Cafes-Salim
2231,kxjtwi-Erdoganin-Yeri
2232,bk1srf-Debs-Ve-Rumman
2233,7neeo1-Canciger-Kebap
2234,p54hhz-Glutensiz-Firin-Atolye
2235,rvma15-Compass-Restaurant-Bar
2236,ryjxk5-Greenpeace
2237,dpiw5r-Can-Usta
2238,uem6zg-Deniz-Kizi-Cafe-Restaurant
2239,nfh7gs-FIRINCI-ORHAN
2240,ns7q49-havzan-etliekmek-oval-carsi
2241,d0im26-Cafe35-Battalbey
2242,utwvhr-Durumyedi-27
2243,xo0udi-Hokus-Cafe-Restaurant-Bar
2244,ceyywg-Durumcu-Baba
2245,2nh44q-Gurkan-Et
2246,4ish8r-Conf-Bistro-Kosuyolu
2247,h0swvw-cephanelik-modi-cafe
2248,q51dg1-Cancekti-Ocakbasi
2249,cam11d-Cumhuriyet-Unlu-Mamulleri
2250,bny0j1-Esen-Garden-Cafe
2251,2zx6gd-Godiva
2252,x6e9mt-Edipin-Yeri
2253,mxx8zx-Ece-Aile-Cay-Bahcesi
2254,n7byqc-CMC-EL-FAKIR-CAFE
2255,wpjryo-Hacioglu-Ocakbasi
2256,v4ffls-Durumcu-Babo
2257,s0cnam-Dogam-Cafe
2258,b279de-Elif-Kozde-Doner-Izgara-Cesitleri
2259,xxjhbf-Kofteci-Huseyinin-Yeri
2260,m4qlue-Gul-Marmarist-Burger
2261,3drqcm-Gul-Ablanin-Yeri
2262,i476bn-Firin-Sanati
2263,ekhzhq-Kofteci-Kemalin-Yeri
2264,3dpazv-Gonca-SimitCafe-Firin
2265,3ffszj-Conolino-Istanbul
2266,f9qfw4-Gozde-Cafe-Unlu-Mamulleri
2267,qhcoip-Cennet-Kosesi
2268,npuiri-Esentepe-Restaurant
2269,w20miw-GAZOZEVI
2270,yio0qg-Etiler-Nispetiye-Koftecisi
2271,sjtl0m-Coffee-QUBA
2272,tbm09w-Inci-Simit-Firini
2273,n8uul6-De-Lotte-Cafe-Restaurant
2274,tm3vr9-Eylul-Kasabi-Mustafa-Karatopun-Yeri
2275,ej5p04-Edirne-Aysekadin-Borekcisi
2276,x8tduf-Def-i-Gam
2277,cnqacf-Greenpark-Cafe
2278,93g0sr-Deniz-Kokorec
2279,hpbhai-Istoc-Simit-Sarayi
2280,kssfq0-Fuoco-Castello-Metins
2281,uns0i2-Izmir-Otantic-Cafe
2282,cf4dw7-Cevahir-AVM-Yemek-Kati-2
2283,acxsg4-Denizyuzu-Cafe-Ve-Mutfak
2284,q5tdpg-Eski-Adet
2285,j8s8fn-Halil-Ibrahim-Sofrasi
2286,lg5wrk-Ekin-City-Restaurant
2287,dqrk43-Emmioglu-Kebap-Salonu
2288,8t7hkl-Dostlar-kebap
2289,t3biw9-Ensar-Unlu-Mamulleri-Ankara
2290,qrx0g2-cafe-yigidolar
2291,6qlrfn-Develi-Nisantasi
2292,7wfw1e-Flambe
2293,py2z4x-fatih-kadinlar-pazari-ismet-buryan
2294,h5v7sv-Havandan-Bodrum
2295,pq5q6o-Charlie-Chaplin-Teras-Cafe
2296,mqsep7-Harbiye-Muhallebicisi
2297,aewdd9-Eser-Cay-Ocagi
2298,q0gxse-CeCe-Kahvalti-Cafe
2299,egx8an-Ilimon-Kafe
2300,y24ne7-Donerci-Selcuk-Usta
2301,ilfm2g-Damak-Cafe
2302,xwyj60-Carribou-Cafe
2303,tcy2eo-Damak-Izi-Sezerler
2304,rza0wk-Duru-Kebap-Salonu
2305,243jq3-Gulhan-Unlu-Mamuller
2306,4yq3ei-elif-ablanin-yeri
2307,fpbr3x-Espressolab-Urgup
2308,izu2z6-ECIR-Dinlenme-tesisleri
2309,0bi4kw-Cigerci-Yavuz
2310,a0f7zh-erzurum-cag-kebab
2311,dhbj7w-Coskun-Cafe-Restaurant
2312,yie1yi-Cansu-Kebap
2313,erdtf5-David-People-Coffe-Dereozu
2314,aymkd9-Emir-Restoran-ve-Kafeterya
2315,fl21ap-Goksu-Firin-Cafe
2316,06zunp-EMEK-PIDE-SALONU
2317,xl2pm0-Hamsi-Koy-Balik
2318,o304e7-Gazi-Bufe
2319,rmlx4k-Hosgor-Unlu-Mamuller
2320,mgq44b-Ganita-Durum
2321,eeihet-Dark-House
2322,0os0dy-Gecit-Mis-Et-Mangal
2323,vaf8kp-Deniz-Bufe
2324,9p232j-Emirhan-Kellepaca
2325,xdj6e0-Cafess
2326,iq1ken-Deniz-Cafe
2327,s3ptbg-Degirmen-Dere-Yalikavak
2328,2mthdg-Cafe-Vergnano
2329,qi59l9-Eray-Et-Mangal
2330,ge19vb-kofteci-hasan-usta
2331,ga9alp-Cook-Shop
2332,ms2nus-Flora-Restaurant
2333,tgdnp0-Fadigin-Lezzet-Duragi
2334,j6f9jh-Good-Fellas-Cafe-Nargile
2335,zu5g70-etliekmekci-eyupcan-usta
2336,nermjl-Gunes-Cafe
2337,9ry8xo-cesa-cigkofte-acinin-lezzete-donustugu-nokta
2338,8tjv95-Harman-Unlu-Mamulleri
2339,27b72h-Henry-Jones-FeeL-GooD
2340,3yh53h-Dreams-NISANTASCHI-Cafe-Restaurant
2341,viq9mv-Iznik-Sehit-Sedat-Pelit-Anadolu-Lisesi-Kantini
2342,9qrym6-Eskici-Karatas
2343,vr2ubt-green-cafe-pendik
2344,xaf0ys-Hicret-Kuruyemis
2345,8ouuhp-Kofteci-Kadir
2346,asnjl0-Elit-Kardesler
2347,7y8fsx-Dalgiclar-Unlu-Mamulleri-Yurtoglu
2348,1bi264-Cleopatra-Shakespeare-Restaurant
2349,6zvvb2-Cahides
2350,khu7bk-Dinner-Restaurant
2351,gjlgh2-Guneykent-Restaurant
2352,yhyoc1-kosem-midye
2353,xtquji-Hacibaba-Kuruyemis-Kahveci-Hacibaba
2354,s4bbtj-HAYAL-Pastane-Kafe-Restoran
2355,qbidmb-Durum-Center
2356,boxlx7-Gemlik-Sahil
2357,z1lqdl-Girnata-Meyhane
2358,ovupyw-Dadas-Bufe
2359,no4ag7-dem-hane
2360,p214xd-Hardal-sandvic
2361,geq5jn-Delos-Cafe
2362,vib9ry-Guneli-Ekmek-Firini
2363,7y41l9-Efkan-Cay-Ocagi-Tost
2364,lme6x3-Executive-Lounge
2365,rtljrr-Emirgan-Sutis
2366,mctuvv-Irmak-Alabalik
2367,djsrto-eskidji-Bazaar-Urfa-Kebab-Evi
2368,gd86v1-Guzelbahce-Botanik-Kafe-Kahvalti
2369,tl5fqu-Durumcu-Halis-Usta
2370,wgj2e9-Gul-Mutfagi
2371,2hrnpk-Can-Cafe-Iskenderun-Hatay-Usulu-Doner
2372,7ptpdj-Hayat-Kafeterya
2373,tervxd-Demlik
2374,yvc73h-Haci-Sayid-Sinanoba
2375,88l7nc-Gocmen-borekcisi
2376,x32kl1-Chefin-Yeri
2377,wal5mq-Dadasbucks-Coffee
2378,a6hg8m-Ideallife-Caf
2379,lhm77h-Has-Durum-Et-Ve-Kebab-Evi
2380,trsnc2-Ilayda-Cafe
2381,5frzjr-Daglinin-Yeri
2382,40vd6k-Grand-Mert-Restaurant
2383,x1epg0-Firinci-Yasar
2384,fk9np7-Haci-Usta
2385,pvsrtk-Efor-Durum
2386,a8znkq-Efe-Nadir-Piknik-Alani
2387,us153j-Hisimin-Yeri
2388,rlvx67-Isparta-Bagkonaklilar-Sosyal-Yardimlasma-ve-Dayanisma-Dernegi
2389,w87av1-ElmAli-Cafe
2390,x9ak14-gizem-market
2391,ybnjcq-Firin-Istanbul-Allianz-Tower
2392,5xsbls-foccacia
2393,pzrbdc-En-Kral-Pan-Cigkofte
2394,h4lgua-Harmonie-Restaurant
2395,u7b0oh-Ismail-Usta-Kokorec
2396,uo5c2q-Erdem-Pastane-Cafe
2397,2pafcy-Hugga-Mug-Lounge
2398,raa27p-Damla-Cigkofte
2399,h5pvlz-Firinci-Baba
2400,yjanmc-Cafe-Salvador
2401,8vttd0-harem-otogar-kafeterya
2402,wwmnr1-Central-Point-Cafe
2403,n5xny0-damla-bufe
2404,a5tzwp-Erdek-Unlu-Mamuller-Cafe
2405,6sx5bh-Gultekinler-Sef-CG
2406,he2b2l-Can-bufe
2407,9qaq74-Ekmek-Firini
2408,aapt9f-Harikalar-Sahili-Kandil-Cafe
2409,46inf8-Caffe-Inn
2410,32cqr4-Dayi-Kurek-Lahmacun-Yenibati
2411,xfq4jw-coffee-shop
2412,opr6qr-Isparta-Gol-Basi
2413,8rlk60-Gokhan-Dayinin-koftesi
2414,s41efj-Gunesli-bodrum-sebzeli-doner-evi
2415,xw7b6n-kofteci-necip
2416,u9ecp0-ekvankent
2417,w5y99v-GIRGIRR-CAFE
2418,uj6719-Cafe-Q-Line
2419,0q8s4k-Hamdibey-Karadeniz-Pide-Evi
2420,mtsthg-dostlar-aile-cay-bahcesi
2421,vy04ph-Cumbalim-Meyhanesi
2422,t507fp-Esbas-osmanli-sosyal-tesisleri
2423,rpcz1n-Gupse-Bulbul-Kafe
2424,aenkeq-GOSTIVAR-dondurmaci
2425,8hzin1-Cookiees-Cafe
2426,1q4fvc-Etiler-Lahmacun-Pide
2427,fdvq6t-Ciklet-Cafe
2428,v0uo5k-DOYURAN-RESTAURANT
2429,29cs4q-Cafees
2430,kaozvw-Efsane-Balik-Ve-Et-Restorani
2431,r1xfsr-Gumus-Ekmek-Pasta-Ve-Unlu-Mamulleri
2432,1yphqh-Gonul-Kebab
2433,k4r91z-Hamdi-Usta-Kuyu-Kebabi
2434,l6ryuh-Elinden-Firin
2435,nav7r0-KOFTECI-ALI-ABI
2436,gxwhhp-hanedan-cafe-Nargile
2437,evw0gt-Goldcity-Acikbufe-Restaurant
2438,npaurw-Chicco-Doro-Caffe-Bistro
2439,d9hvt2-Gulo-1991
2440,mhqak7-Cafe-Veronika
2441,apdmkj-Doga-Cafe
2442,lsn46a-Fatih-Kebap-Salonu
2443,f632y6-Cigerci-Yakup-Mersin-Mutfagi
2444,rhqoly-Furex-Unlu-Mamulleri
2445,idfdod-Eylul-Cafe
2446,mb3pvk-Coss-Bufe
2447,zmzo4y-Coggo-Cafe
2448,zog3q9-City-Life-Bercem-Cafe
2449,dgpl38-Ikram
2450,9tdpye-FERAHEVLER-CISI-CAFE
2451,d8u7jx-Gumusluk-Ekmek-Firini-ve-Unlu-mamulleri
2452,9wlacf-Demlik-Cafe
2453,mrx57v-Eryilmaz-Restaurant
2454,1rrq16-Eryaman-Sosyal-Tesisleri
2455,66vqep-Gusso-Premium
2456,hxviod-hayal-cafe
2457,ek0r50-Intiba
2458,932cbj-Ismail-Dalan-Kafeterya
2459,de84pr-Hayirli-Yemek-Salonu
2460,z0syxr-Harikas-Cafe-Bar
2461,8bxxe0-Goksu-Firin-Yildiz-Subesi
2462,tktfr3-Guney-kebap
2463,t6dsdx-Durumcu-Isa-Usta
2464,hsispp-Guldestan-Kiziloren-Et-Mangal
2465,pgikfn-Emsal
2466,exw28a-Ihlamur-Vadi-Cafe
2467,72gsr2-Kofteci-Minik-USTA
2468,in3g1t-Heybe-Pasta-Coffee
2469,uq9etz-Es-Durum
2470,4emlm7-GOLD-BOREK
2471,ytoymy-Denizimpark-restoran
2472,rwhedq-Etci-Umut
2473,5junvq-Kosebasi-Yaprak-Doner
2474,a4shrq-Diva-Doner
2475,etv2a7-Eren-Cafee
2476,wc1ga4-Emin-Kirathanesi-Sergen
2477,hbke8m-Cigerci-Ahmet-Emmi
2478,07rkao-hum-hum-lunch
2479,6jan89-Coffee-JIVA-RIBA-Restaurant-Pizza
2480,f8ct0c-Derya-Resort-Otel
2481,dt2bsl-Firin-Yasarlar
2482,fzltlb-Has-Acarlar-Unlu-Mamuller
2483,i0w3zl-Guney-Firin
2484,gvs86y-Donercii
2485,t0db7n-Hodan-Restuarant
2486,33nuwo-Dart-Red-Coffee
2487,2ds6vt-Heef
2488,4ley2j-CafeStenia
2489,nm597g-Halkbank-Sini-Cafe
2490,1a15o9-gazcilar-ates-cay-ocagi
2491,2f9ex9-Huma-Cafe-fastfood
2492,764tfy-Combo-Pide-Lahmacun
2493,mpcz8x-Harput-Firini
2494,2n9hcg-Cemal-Usta-Seyyar-Pilav
2495,urm9nx-Hanedan-cafe
2496,cs4nru-Erzurum-Cag-Kebabi
2497,ued1x1-Catrems
2498,hcaf52-Efulim-Cay-Evi
2499,oglqzj-Kosk-Bufe
2500,wgq8ds-Gazi-Ekmek-Unlu-Mamulleri
2501,9yq6nx-CafeBrown
2502,c8tslb-Guzelkent-Cati-Restaurant
2503,e5snjf-can-kardesler-Kuruyemis
2504,qgprqk-Gokkusagi-Meshur-Iskenderun-Doneri
2505,nhjkek-Ci-Yerim
2506,2rt2uc-Guneyoglu-Ekmek-Firini
2507,7v36h6-Kosem-Durum-Matik
2508,ptgdd0-Getik-Cafe
2509,n21iws-Guclu-Kofte
2510,rjbdbg-Chin-Chilla-Cafe
2511,g6xs5s-IBB-camlica-Sosyal-Tesisleri
2512,8w8euq-Degirmen-Cafe-Restaurant
2513,g019ub-Erol-Usta-Lezzet-Duragi
2514,3al2pr-Dunya-kokorec-Ismail-ustanin-yeri-Kalite-asla-tesaduf-degildir
